"","catalog","author","title","town","from","till","publisher"
"339","fennica","Rein, Gabriel","Periculum historicum de Curonibus s ... is XII et XIII Fenniam infestantibus","Helsinki",1829,1829,"ex officina typographica Frenckelliana"
"340","fennica","Rein, Gabriel","Periculum historicum de Curonibus s ... is XII et XIII Fenniam infestantibus","Helsinki",1829,1829,"Gustav Leonhardus Stenbäck"
"341","fennica","Rein, Gabriel","Periculum historicum de Curonibus s ... is XII et XIII Fenniam infestantibus","Helsinki",1829,1829,"Carolus Backman"
"342","fennica","Rein, Gabriel","Periculum historicum de Curonibus s ... is XII et XIII Fenniam infestantibus","Helsinki",1829,1829,"Anders Herm. Georg. Carger"
"343","fennica","Rein, Gabriel","Doctrinae grammaticorum de declinationibus Fennicis brevis expositio","Helsinki",1829,1829,"im Verlage des Geograph. Instituts"
"344","fennica","Rein, Gabriel","Doctrinae grammaticorum de declinationibus Fennicis brevis expositio","Helsinki",1829,1829,"Griel Mauritius Waenerberg"
"345","kungliga","Rein, Gabriel","Periculum historicum de curonibus s ... is XII et XIII Fenniam infestantibus","Helsingsissä",1829,1829,""
"346","fennica","Runeberg, Johan Ludvig","Muutamia runoja","Hull",1891,1891,""
"347","fennica","Runeberg, Johan Ludvig","Johan Ludvig Runeberg's Epische Dichtungen","Heidelberg",1891,1891,"Viipurin suomalaisen kirjallisuuden seura"
"348","fennica","Runeberg, Johan Ludvig","Fänrik Ståls sägner","Suomussalmi",1891,1891,"Suomalainen Tiedeakatemia"
"349","fennica","Runeberg, Johan Ludvig","Fähnrich Stahls Erzählungen","Heidelberg",1891,1891,"s.n"
"350","fennica","Runeberg, Johan Ludvig","Kungarne på Salamis","Suomussalmi",1891,1891,"Suomalainen Tiedeakatemia"
"351","fennica","Runeberg, Johan Ludvig","Vänrikki Stoolin tarinat","Hinnerjoki",1891,1891,""
"352","fennica","Runeberg, Johan Ludvig","Nadeschda","Montpellier",1891,1891,"s.n"
"353","fennica","Runeberg, Johan Ludvig","Elgskyttarne","Helsinki",1891,1891,"Suomalaisen Kirjallisuuden Seura"
"354","kungliga","Runeberg, Johan Ludvig","Fänrik Ståls sägner","Oslo",1891,1891,"L. Blom"
"355","kungliga","Runeberg, Johan Ludvig","Fänrik Ståls sägner","Oslo",1891,1891,"The Continental book co"
"356","kungliga","Runeberg, Johan Ludvig","Kungarne på Salamis","Stockholm falun uppsala",1891,1891,"Inst"
"357","kungliga","Runeberg, Johan Ludvig","Johan Ludvig Runebergs samlade skrifter","Stockholm falun uppsala",1891,1891,"förening"
"358","fennica","Kerfstedt, Amanda","Signild ja hänen ystävänsä","Hull",1901,1901,""
"359","kungliga","Kerfstedt, Amanda","Reflexer","Stockholm falun uppsala",1901,1901,"Natur & Coultur"
"360","kungliga","Kerfstedt, Amanda","Reflexer","Stockholm falun uppsala",1901,1901,"Svenska allmoge"
"361","fennica","Strindberg, August","Eri asein","Hull",1914,1914,"Otava"
"362","fennica","Strindberg, August","Historiallisia pikkukuvia","Turku",1914,1914,"Gyldendalske Boghandel Nordisk"
"363","kungliga","Strindberg, August","Fröken Julie","Stockholm falun uppsala",1914,1914,"Norstedt"
"364","kungliga","Strindberg, August","Svanevit","Stockholm falun uppsala",1914,1914,"Norstedt"
"365","kungliga","Strindberg, August","Utveckling och andra berättelser","Stockholm falun uppsala",1914,1914,"B. Wahlström"
"366","kungliga","Strindberg, August","Vasaarvet och andra berättelser","Stockholm falun uppsala",1914,1914,"B. Wahlström"
"367","kungliga","Strindberg, August","De lycksaliges ö och andra berättelser","Stockholm",1914,1914,"B. Wahlström"
"368","kungliga","Strindberg, August","Samlade skrifter","Stockholm falun uppsala",1914,1914,"Västra Sverige"
"369","kungliga","Strindberg, August","Dødsdansen","L<U+02BE>viv",1914,1914,""
"370","kungliga","Strindberg, August","Comrades","London",1914,1914,""
"371","kungliga","Strindberg, August","The creditor","London",1914,1914,""
"372","kungliga","Strindberg, August","Fair haven and Foul strand","London",1914,1914,""
"373","kungliga","Strindberg, August","The martyr of Stockholm","London",1914,1914,""
"374","kungliga","Strindberg, August","Miss Julie","London",1914,1914,""
"375","kungliga","Strindberg, August","Paria, Simoon","London",1914,1914,""
"376","kungliga","Strindberg, August","The stronger woman : Motherly love","London",1914,1914,""
"377","kungliga","Strindberg, August","Eri aseiu","Hernösand öhrling",1914,1914,""
"378","kungliga","Strindberg, August","Dramatische Charakteristiken","Nestved",1914,1914,""
"379","kungliga","Strindberg, August","Königsdramen","Nestved",1914,1914,""
"380","kungliga","Strindberg, August","Ungedruckte Briefe über fünf Werke","Berlin dresden",1914,1914,""
"381","kungliga","Strindberg, August","Samlade skrifter","Stockholm falun uppsala",1914,1914,"Norstedt"
"382","fennica","Strindberg, August","Tschandala","Hull",1916,1916,"Otava"
"383","kungliga","Strindberg, August","Gustav III","Stockholm falun uppsala",1916,1916,"Norstedt"
"384","kungliga","Strindberg, August","Påsk","Stockholm falun uppsala",1916,1916,"Norstedt"
"385","kungliga","Strindberg, August","Brott och brott","Stockholm falun uppsala",1916,1916,"Norstedt"
"386","kungliga","Strindberg, August","Ett drömspel","Stockholm falun uppsala",1916,1916,"Norstedt"
"387","kungliga","Strindberg, August","Toteutuneita unelmia","Hewlsingfors",1916,1916,"Chatto & Windus"
"388","kungliga","Strindberg, August","Samlade skrifter","Stockholm falun uppsala",1916,1916,"Norstedt"
"389","kungliga","Strindberg, August","Et Drømmespil","L<U+02BE>viv",1916,1916,""
"390","kungliga","Strindberg, August","Mustrare de cuget","Byholma",1916,1916,""
"391","kungliga","Strindberg, August","Der bewusste Wille in der Weltgeschichte","Nestved",1916,1916,""
"392","kungliga","Strindberg, August","Märchen","Nestved",1916,1916,""
"393","kungliga","Strindberg, August","Rausch","Nestved",1916,1916,""
"394","kungliga","Strindberg, August","I havsbandet","Stockholm falun uppsala",1916,1916,"Norstedt"
"395","kungliga","Strindberg, August","Samlade skrifter","Stockholm falun uppsala",1916,1916,"Västra Sverige"
"396","kungliga","Strindberg, August","Svenska öden och äventyr","Stockholm falun uppsala",1916,1916,"Norstedt"
"397","fennica","Strindberg, August","Yksin","Hull",1913,1913,"Arbetets Vänner"
"398","kungliga","Strindberg, August","Giftas","Oslo",1913,1913,"Frälsningsarmen"
"399","kungliga","Strindberg, August","Stig Storverks son och andra berättelser","Stockholm falun uppsala",1913,1913,"B. Wahlström"
"400","kungliga","Strindberg, August","Tschandala och Elefantvalvet","Stockholm falun uppsala",1913,1913,"B. Wahlström"
"401","kungliga","Strindberg, August","Den romantiske klockaren på Rånö och andra berättelser","Stockholm",1913,1913,"B. Wahlström"
"402","kungliga","Strindberg, August","Odlad frukt och andra berättelser","Stockholm",1913,1913,"Svenska bok- & musik"
"403","kungliga","Strindberg, August","Married","London",1913,1913,""
"404","kungliga","Strindberg, August","Advent","London",1913,1913,""
"405","kungliga","Strindberg, August","By the open sea","London",1913,1913,""
"406","kungliga","Strindberg, August","Easter","London",1913,1913,""
"407","kungliga","Strindberg, August","The growth of a soul","London",1913,1913,""
"408","kungliga","Strindberg, August","Historical miniatures","London",1913,1913,""
"409","kungliga","Strindberg, August","In midsummer days and other tales","London",1913,1913,""
"410","kungliga","Strindberg, August","Lucky Pehr","London",1913,1913,""
"411","kungliga","Strindberg, August","On the seaboard","College view nebraska",1913,1913,""
"412","kungliga","Strindberg, August","Plays by August Strindberg","London",1913,1913,""
"413","kungliga","Strindberg, August","The red room","London",1913,1913,""
"414","kungliga","Strindberg, August","The son of a servant","Norra sandsjö",1913,1913,""
"415","kungliga","Strindberg, August","Zones of the spirit","London",1913,1913,""
"416","kungliga","Strindberg, August","Badad","Zürich bey orell gessner füsslin und kompagnie",1913,1913,""
"417","kungliga","Strindberg, August","Der toitentants","Norra sandsjö",1913,1913,""
"418","kungliga","Strindberg, August","Aus seinen Werken","Tórshavn",1913,1913,""
"419","kungliga","Strindberg, August","Kleine historische Romane","Nestved",1913,1913,""
"420","kungliga","Strindberg, August","Meister Olaf","Leobe",1913,1913,""
"421","kungliga","Strindberg, August","Neue Waffen","Leipzig",1913,1913,""
"422","kungliga","Strindberg, August","Utópiák a valóságban","Byske",1913,1913,""
"423","kungliga","Strindberg, August","Samlade skrifter","Stockholm falun uppsala",1913,1913,"Norstedt"
"424","kungliga","Strindberg, August","Hemsöborna","Stockholm",1913,1913,"B. Wahlström"
"425","kungliga","Strindberg, August","Samlade skrifter","Stockholm falun uppsala",1913,1913,"Västra Sverige"
"426","fennica","Blanche, August","Miten paholainen pelastaa kirkonhopeat","Turku",1873,1873,"WSOY"
"427","kungliga","Blanche, August","Hyrkusken berättelser","Stockholm falun uppsala",1873,1873,""
"428","kungliga","Blanche, August","Samlade arbeten","Stockholm falun uppsala",1873,1873,""
"429","kungliga","Blanche, August","Samlade arbeten","Stockholm falun uppsala",1873,1873,"Norstedt"
"430","fennica","Sudermann, Hermann","Surutar","Leipzig",1892,1892,"Otava"
"431","fennica","Sudermann, Hermann","Vanha mylly","PiikkiÃ¶",1892,1892,"W. Hagelstam, distr"
"432","kungliga","Sudermann, Hermann","Jolanthas bröllop","Stockholm falun uppsala",1892,1892,"Natur & Coultur"
"433","kungliga","Sudermann, Hermann","Jolanthas bröllop","Stockholm falun uppsala",1892,1892,"Björck & Börjesson"
"434","fennica","Strindberg, August","Narrien yhteiskunnasta","Stockholm",1908,1908,""
"435","kungliga","Strindberg, August","Baryšnja","Stochgol m",1908,1908,"Vremja"
"436","kungliga","Strindberg, August","Abu Casems tofflor","Stockholm falun uppsala",1908,1908,"Norstedt"
"437","kungliga","Strindberg, August","Hamlet","Stockholm falun uppsala",1908,1908,"Fahlcrantz"
"438","kungliga","Strindberg, August","Memorandum till medlemmarne af Intima teatern från regissören","Stockholm falun uppsala",1908,1908,"Fahlcrantz"
"439","kungliga","Strindberg, August","Pario","Upsaliæ edmannianis",1908,1908,"Reuter & Reuter"
"440","kungliga","Strindberg, August","Julius Caesar","Stockholm falun uppsala",1908,1908,"Fahlcrantz"
"441","kungliga","Strindberg, August","En blå bok","Stockholm falun uppsala",1908,1908,"Fahlcrantz"
"442","kungliga","Strindberg, August","Sista riddaren","Stockholm falun uppsala",1908,1908,"Fahlcrantz"
"443","kungliga","Strindberg, August","Gospožica Julija","London",1908,1908,""
"444","kungliga","Strindberg, August","Syndebukken og Rejsegilde","L<U+02BE>viv",1908,1908,""
"445","kungliga","Strindberg, August","Bohême suédoise","Písek",1908,1908,"Collin & Zickerman"
"446","kungliga","Strindberg, August","Am offnen Meer","Neuchâtel",1908,1908,""
"447","kungliga","Strindberg, August","Am offnen Meer","Nestved",1908,1908,""
"448","kungliga","Strindberg, August","Ein Blaubuch","Nestved",1908,1908,""
"449","kungliga","Strindberg, August","Gespenstersonate","Nestved",1908,1908,""
"450","kungliga","Strindberg, August","Historische Miniaturen","Neuchâtel",1908,1908,""
"451","kungliga","Strindberg, August","Kammerspiele","Nestved",1908,1908,""
"452","kungliga","Strindberg, August","Novellen","Berlin stettin",1908,1908,""
"453","kungliga","Strindberg, August","Schwarze Fahnen","Neuchâtel",1908,1908,""
"454","kungliga","Strindberg, August","I hafsbandet","Stockholm falun uppsala",1908,1908,"Norstedt"
"455","kungliga","Strindberg, August","I vårbrytningen","Stockholm falun uppsala",1908,1908,""
"456","kungliga","Strindberg, August","Mensch unter Menschen","Berlin dresden",1908,1908,""
"457","kungliga","Strindberg, August","I vårbrytningen","Stockholm falun uppsala",1908,1908,"Norstedt"
"458","fennica","Roos, Mathilda","Sieluntaisteluita","Stockholm",1889,1889,"Andersin"
"459","kungliga","Roos, Mathilda","Familjen Verle","Stockholm falun uppsala",1889,1889,"Norstedt"
"460","kungliga","Roos, Mathilda","Familjen Verle","Stockholm falun uppsala",1889,1889,""
"461","fennica","Strindberg, August","Isä","Hull",1909,1909,"Wettergren & Coerber"
"462","fennica","Strindberg, August","Mestari Olavi","Hull",1909,1909,"Otava"
"463","fennica","Strindberg, August","Punainen huone","Hull",1909,1909,"Weilin & Göös"
"464","kungliga","Strindberg, August","Den romantiske klockaren på Rånö","Stockholm falun uppsala",1909,1909,"Norstedt"
"465","kungliga","Strindberg, August","Fabler och smärre berättelser","Stockholm falun uppsala",1909,1909,"Norstedt"
"466","kungliga","Strindberg, August","Riksföreståndaren","Stockholm falun uppsala",1909,1909,"Fahlcrantz"
"467","kungliga","Strindberg, August","Trefaldighetsnatten","Stockholm falun uppsala",1909,1909,"Norstedt"
"468","kungliga","Strindberg, August","Bjälbo-Jarlen","Stockholm falun uppsala",1909,1909,"Fahlcrantz"
"469","kungliga","Strindberg, August","Öppna bref till Intima teatern","Stockholm falun uppsala",1909,1909,""
"470","kungliga","Strindberg, August","Shakespeares Macbeth, Othello, Rome ... , Henrik VIII, En midsommarnattsdröm","Stockholm falun uppsala",1909,1909,"Fahlcrantz"
"471","kungliga","Strindberg, August","Mestari Olavi","Helsingsissä",1909,1909,""
"472","kungliga","Strindberg, August","Stora landsvägen","Stockholm falun uppsala",1909,1909,"Norstedt"
"473","kungliga","Strindberg, August","Swanwhite","Porvossa",1909,1909,""
"474","kungliga","Strindberg, August","Isä","Hernösand öhrling",1909,1909,""
"475","kungliga","Strindberg, August","Kaarle XII","Hestra",1909,1909,""
"476","kungliga","Strindberg, August","Punainen huone","Hestra",1909,1909,""
"477","kungliga","Strindberg, August","Dans les îles","Pforzheim verlag von dennig finck co",1909,1909,""
"478","kungliga","Strindberg, August","Le sacristain de Ronoe","Pforzheim verlag von dennig finck co",1909,1909,""
"479","kungliga","Strindberg, August","Entzweit","Neuchâtel",1909,1909,""
"480","kungliga","Strindberg, August","Die Inselbauern","Neuchâtel",1909,1909,""
"481","kungliga","Strindberg, August","Kameraden","Leobe",1909,1909,""
"482","kungliga","Strindberg, August","Schwedische Miniaturen","Neuchâtel",1909,1909,""
"483","kungliga","Strindberg, August","Der Sohn einer Magd","Neuchâtel",1909,1909,"Dala-Demokraten"
"484","kungliga","Strindberg, August","A boldogok szigete","Byske",1909,1909,""
"485","kungliga","Strindberg, August","Mäster Olof","Stockholm falun uppsala",1909,1909,""
"486","kungliga","Strindberg, August","Blomstermålningar och djurstycken","Stockholm falun uppsala",1909,1909,"Norstedt"
"487","kungliga","Strindberg, August","Sagor","Stockholm falun uppsala",1909,1909,"Natur & Coultur"
"488","kungliga","Strindberg, August","Författaren","Stockholm falun uppsala",1909,1909,"Norstedt"
"489","kungliga","Strindberg, August","Tjänstekvinnans son","Stockholm falun uppsala",1909,1909,"Norstedt"
"490","kungliga","Strindberg, August","Utopier i verkligheten","Stockholm falun uppsala",1909,1909,"Norstedt"
"491","kungliga","Strindberg, August","Der Egozentrische","Nestved",1909,1909,""
"492","kungliga","Strindberg, August","Der Sohn einer Magd","Berlin dresden",1909,1909,""
"493","kungliga","Strindberg, August","Svarta handsken","Stockholm falun uppsala",1909,1909,"s.n"
"494","kungliga","Strindberg, August","Mäster Olof","Stockholm falun uppsala",1909,1909,"Jämtlands-Posten"
"495","kungliga","Strindberg, August","Mäster Olof","Stockholm falun uppsala",1909,1909,"Norstedt"
"496","fennica","Strindberg, August","Isä","Hull",1909,1909,"Wettergren & Coerber"
"497","fennica","Strindberg, August","Mestari Olavi","Hull",1909,1909,"Otava"
"498","fennica","Strindberg, August","Punainen huone","Hull",1909,1909,"Weilin & Göös"
"499","kungliga","Strindberg, August","Den romantiske klockaren på Rånö","Stockholm falun uppsala",1909,1909,"Norstedt"
"500","kungliga","Strindberg, August","Fabler och smärre berättelser","Stockholm falun uppsala",1909,1909,"Norstedt"
"501","kungliga","Strindberg, August","Riksföreståndaren","Stockholm falun uppsala",1909,1909,"Fahlcrantz"
"502","kungliga","Strindberg, August","Trefaldighetsnatten","Stockholm falun uppsala",1909,1909,"Norstedt"
"503","kungliga","Strindberg, August","Bjälbo-Jarlen","Stockholm falun uppsala",1909,1909,"Fahlcrantz"
"504","kungliga","Strindberg, August","Öppna bref till Intima teatern","Stockholm falun uppsala",1909,1909,""
"505","kungliga","Strindberg, August","Shakespeares Macbeth, Othello, Rome ... , Henrik VIII, En midsommarnattsdröm","Stockholm falun uppsala",1909,1909,"Fahlcrantz"
"506","kungliga","Strindberg, August","Mestari Olavi","Helsingsissä",1909,1909,""
"507","kungliga","Strindberg, August","Stora landsvägen","Stockholm falun uppsala",1909,1909,"Norstedt"
"508","kungliga","Strindberg, August","Swanwhite","Porvossa",1909,1909,""
"509","kungliga","Strindberg, August","Isä","Hernösand öhrling",1909,1909,""
"510","kungliga","Strindberg, August","Kaarle XII","Hestra",1909,1909,""
"511","kungliga","Strindberg, August","Punainen huone","Hestra",1909,1909,""
"512","kungliga","Strindberg, August","Dans les îles","Pforzheim verlag von dennig finck co",1909,1909,""
"513","kungliga","Strindberg, August","Le sacristain de Ronoe","Pforzheim verlag von dennig finck co",1909,1909,""
"514","kungliga","Strindberg, August","Entzweit","Neuchâtel",1909,1909,""
"515","kungliga","Strindberg, August","Die Inselbauern","Neuchâtel",1909,1909,""
"516","kungliga","Strindberg, August","Kameraden","Leobe",1909,1909,""
"517","kungliga","Strindberg, August","Schwedische Miniaturen","Neuchâtel",1909,1909,""
"518","kungliga","Strindberg, August","Der Sohn einer Magd","Neuchâtel",1909,1909,"Dala-Demokraten"
"519","kungliga","Strindberg, August","A boldogok szigete","Byske",1909,1909,""
"520","kungliga","Strindberg, August","Mäster Olof","Stockholm falun uppsala",1909,1909,""
"521","kungliga","Strindberg, August","Blomstermålningar och djurstycken","Stockholm falun uppsala",1909,1909,"Norstedt"
"522","kungliga","Strindberg, August","Sagor","Stockholm falun uppsala",1909,1909,"Natur & Coultur"
"523","kungliga","Strindberg, August","Författaren","Stockholm falun uppsala",1909,1909,"Norstedt"
"524","kungliga","Strindberg, August","Tjänstekvinnans son","Stockholm falun uppsala",1909,1909,"Norstedt"
"525","kungliga","Strindberg, August","Utopier i verkligheten","Stockholm falun uppsala",1909,1909,"Norstedt"
"526","kungliga","Strindberg, August","Der Egozentrische","Nestved",1909,1909,""
"527","kungliga","Strindberg, August","Der Sohn einer Magd","Berlin dresden",1909,1909,""
"528","kungliga","Strindberg, August","Svarta handsken","Stockholm falun uppsala",1909,1909,"s.n"
"529","kungliga","Strindberg, August","Mäster Olof","Stockholm falun uppsala",1909,1909,"Jämtlands-Posten"
"530","kungliga","Strindberg, August","Mäster Olof","Stockholm falun uppsala",1909,1909,"Norstedt"
